,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BMI1,3.8832004,-0.027187062,-0.05651488,4.3155437,7.355099,-0.039043203,8.084877,-0.0007159904,2.4291332,-0.055718005,6.1390476,4.7290087,-0.07826975,3.9840634,-0.07591717,-0.0915975
ARNT2,4.004408,-0.02869047,-0.05802976,4.03765,7.24764,-0.042616557,7.5085607,-0.004140253,2.6804001,-0.056562763,5.790247,4.245623,-0.0780033,3.9022484,-0.07565839,-0.094044924
BTG2,3.8734884,-0.027079022,-0.056305103,4.3127446,7.327239,-0.038870208,8.068208,-0.0005907088,2.4220405,-0.055619378,6.1231227,4.7183337,-0.07809263,3.9749005,-0.07574101,-0.091446854
MED4,3.8702605,-0.02709689,-0.056351542,4.313178,7.3279324,-0.03887918,8.065239,-0.0005827181,2.4179602,-0.0556073,6.120835,4.7130733,-0.07809617,3.9807515,-0.0757307,-0.09147944
SOAT1,3.8917277,-0.027174884,-0.056545597,4.313618,7.3619432,-0.039078522,8.082045,-0.00087472744,2.4296796,-0.0556435,6.1539893,4.7285533,-0.07825541,3.9921806,-0.07599069,-0.09155813
TLE1,3.8952043,-0.027191639,-0.056589346,4.3198376,7.3727484,-0.03915101,8.096485,-0.00080746785,2.4304256,-0.055729054,6.1575074,4.7351646,-0.0783848,3.9921086,-0.07602258,-0.09171872
NFATC2IP,3.837097,-0.027809871,-0.05745675,4.2565722,7.3547463,-0.03991477,7.9074225,-0.0017768332,2.284608,-0.05476773,6.001016,4.6631756,-0.07713391,3.9423504,-0.074662134,-0.091092005
GM13597,1.4311051,-0.016505765,-0.031339455,1.4591339,2.602362,-0.01702407,4.12274,1.337708,0.6411615,-0.020930197,2.7234085,2.0157826,-0.04040563,2.1199791,-0.03255713,-0.04236806
SOX4,3.8780658,-0.02712656,-0.056443717,4.315392,7.3447785,-0.038966935,8.073574,-0.00067406695,2.421075,-0.055628713,6.1351843,4.7188883,-0.078180656,3.9872303,-0.07584856,-0.09154696
YEATS2,3.8643389,-0.027048357,-0.056248564,4.3124776,7.319077,-0.038821273,8.062707,-0.0005147819,2.4140422,-0.055618834,6.114814,4.7145677,-0.078035116,3.9739892,-0.07564618,-0.09140464
