,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BMI1,-0.076286286,-0.0036668384,4.298605,-0.049948037,-0.05615087,6.642981,-0.05835333,2.1026273,-0.03443777,3.2822847,-0.0550193,-0.04038898,6.845782,-0.028562015,4.5001645,6.4674687
ARNT2,-0.07746516,-0.0037183154,4.356365,-0.05078626,-0.057450652,6.7544756,-0.059435185,2.0768785,-0.03493703,3.357189,-0.056069408,-0.04121767,6.9664235,-0.029222302,4.571646,6.5850067
BTG2,-0.075567365,-0.0036491868,4.2646766,-0.049426217,-0.055368833,6.579982,-0.057762794,2.1152601,-0.03411423,3.242461,-0.05442146,-0.039872974,6.768672,-0.028106472,4.4546413,6.3962502
MED4,-0.07573799,-0.003633512,4.2701807,-0.049518194,-0.055517387,6.5902367,-0.05781564,2.114495,-0.034208678,3.251026,-0.05452468,-0.04000615,6.7843084,-0.028211512,4.4595666,6.4076357
SOAT1,-0.07716104,-0.0037164167,4.334126,-0.05052267,-0.057075657,6.7294016,-0.059197944,2.082064,-0.034768876,3.3410676,-0.055816278,-0.04093276,6.930641,-0.02893914,4.5489125,6.5511646
TLE1,-0.0770242,-0.0036858388,4.3365655,-0.050476145,-0.05693365,6.7097006,-0.059002195,2.0882647,-0.034784976,3.3296206,-0.05569704,-0.04090792,6.9136734,-0.028953357,4.5430923,6.539118
NFATC2IP,-0.074407026,-0.0035534473,4.207398,-0.048590187,-0.054075807,6.462081,-0.05657702,2.142111,-0.03367218,3.1631744,-0.053318653,-0.039088946,6.652289,-0.027523497,4.381099,6.272305
GM13597,-0.08293462,-0.0019796959,3.7632172,-0.05035304,-0.06891362,6.7689443,-0.059487063,0.15113753,-0.034506224,3.888342,-0.06417822,-0.050569892,7.483136,-0.038725033,4.664376,6.9644084
SOX4,-0.06613119,-0.0054475437,3.5565112,-0.039697018,-0.054524586,5.590571,-0.047228068,2.1848643,-0.024734013,2.5597768,-0.044810075,-0.035012327,5.6588197,-0.031398606,3.7080536,5.634388
YEATS2,-0.066043764,-0.0060214954,4.0967703,-0.0491498,-0.04488383,6.0282807,-0.047237895,2.783604,-0.030649867,2.8822882,-0.04968,-0.035023484,5.616066,-0.01918992,3.770226,5.27288
TXNDC12,-0.07400428,-0.003554071,4.1852307,-0.048292212,-0.053668864,6.4267693,-0.0562499,2.1436656,-0.033488974,3.14157,-0.052999064,-0.03883391,6.6094313,-0.027295014,4.358056,6.2377453
ODC1,-0.07396141,-0.0035019827,4.188921,-0.04825642,-0.053605255,6.415142,-0.056119163,2.1493235,-0.03352774,3.135544,-0.052930545,-0.03884362,6.6024127,-0.027331192,4.3475385,6.2325296
GM24044,-0.08293462,-0.0019796959,3.7632172,-0.05035304,-0.06891362,6.7689443,-0.059487063,0.15113753,-0.034506224,3.888342,-0.06417822,-0.050569892,7.483136,-0.038725033,4.664376,6.9644084
CRAMP1L,-0.0780593,-0.0037749617,4.377683,-0.051152986,-0.05808758,6.815326,-0.060037706,2.0586398,-0.035123456,3.4023051,-0.056645513,-0.041575264,7.0220227,-0.029425306,4.601321,6.644456
YAF2,-0.07853876,-0.0037925842,4.409468,-0.051568598,-0.058629535,6.8606944,-0.060522474,2.0439422,-0.0353499,3.4321582,-0.057093848,-0.041902598,7.0707335,-0.029744081,4.635469,6.693388
SLC25A4,-0.07549179,-0.0036284667,4.2579556,-0.049346097,-0.05524469,6.5676646,-0.05760674,2.120056,-0.0341003,3.233387,-0.054301083,-0.03981289,6.7600117,-0.028065922,4.4464602,6.3818607
